prefix_length,tool,scenario,trials,tool_mean_ms,prediction_mean_ms,prediction_abs_error_mean_ms,post_tool_mean_ms,post_tool_median_ms,post_tool_p95_ms,exposed_mean_ms,full_prefix_hit_rate,speedup_vs_reroute,speedup_vs_on_return,overhead_vs_sticky
32768,control-plane-tests,reroute,3,487.09264242400724,474.06966146081686,13.022980963190397,1259.146376202504,1256.7611625418067,1263.9610655605793,0.0,0,1.0,0.09913320170823313,23.74221424341191
32768,control-plane-tests,agentix,3,484.6178327376644,474.06966146081686,10.54817127684752,51.51513094703356,51.20943207293749,52.56317462772131,0.0,1,24.442262944010054,2.4230397826342207,0.9713590880598191
32768,control-plane-tests,ttl,3,488.11855912208557,474.06966146081686,14.048897661268711,1287.6621599619587,1289.8419639095664,1294.3082693964243,0.0,0,0.9778546076400216,0.09693785806050344,24.279902204185504
32768,control-plane-tests,tokencake-source,3,491.81291833519936,474.06966146081686,17.743256874382496,51.5740429982543,51.4122424647212,51.945775747299194,0.0,1,24.414343010593992,2.420271990243206,0.9724699220089426
32768,control-plane-tests,tokencake-remote,3,499.7172088672717,474.06966146081686,25.64754740645488,4606.2894292796655,4594.550752080977,4635.90488396585,4551.973845809698,1,0.27335372549514547,0.027098430007207245,86.85527954816023
32768,control-plane-tests,symphony,3,490.57006121923524,474.06966146081686,16.5003997584184,4593.167072472473,4587.4277446419,4615.666350349784,4539.201560119788,1,0.27413467795429297,0.027175848324864454,86.6078469918005
32768,control-plane-tests,on-return,3,490.23485618333024,474.06966146081686,16.16519472251336,124.82321169227362,123.58300760388374,127.8090551495552,72.31013849377632,1,10.087437737995996,1.0,2.3536417135922387
32768,control-plane-tests,agentshift,3,488.16645828386146,474.06966146081686,14.096796823044619,54.70638846357664,52.79705487191677,58.543676510453224,0.03129554291566213,1,23.016441252393037,2.281693513279177,1.03153280661681
32768,control-plane-tests,oracle,3,485.6947132696708,474.06966146081686,11.625051808853945,64.8227712760369,66.35877769440413,66.94013345986605,12.981737653414408,1,19.42444532092959,1.925607456070258,1.2222853137448402
32768,git-status,sticky,3,2.730583151181539,2.419481985270977,0.31110116591056186,51.399421878159046,50.38176104426384,53.98261267691851,0.0,1,24.68952722085682,2.5580499376553454,1.0
32768,git-status,reroute,3,2.6821823169787726,2.419481985270977,0.26270033170779544,1269.0274255971115,1266.1361070349813,1279.5463930815458,0.0,0,1.0,0.10360870480721061,24.68952722085682
32768,git-status,agentix,3,2.673459860185782,2.419481985270977,0.2539778749148051,51.15845426917076,51.133908331394196,52.10163630545139,0.0,1,24.805820342422972,2.570098917358802,0.9953118614921488
32768,git-status,ttl,3,2.7538308252890906,2.419481985270977,0.33434884001811344,50.739883445203304,50.53918156772852,51.28823593258858,0.0,1,25.010452122295504,2.5913005510337888,0.9871683686536561
32768,git-status,tokencake-source,3,6.123214028775692,2.419481985270977,3.703732043504715,284.4344520320495,285.21866630762815,287.3255666345358,233.68526498476663,1,4.461581276568142,0.4622586574573266,5.533806444482853
32768,git-status,tokencake-remote,3,5.8678314089775085,2.419481985270977,3.4483494237065315,5061.717547165851,5066.59993622452,5072.70672172308,5008.505965583026,1,0.250710833580128,0.025975824748373188,98.47810271416121
32768,git-status,symphony,3,6.0111771648128824,2.419481985270977,3.591695179541906,5070.587972489496,5062.622196041048,5092.25401468575,5016.978808989127,1,0.25027224307757345,0.025930382954462768,98.65068102340118
32768,git-status,on-return,3,2.8518525262673697,2.419481985270977,0.43237054099639255,131.48228793094555,125.93610305339098,142.9086523130536,80.0340057661136,1,9.651698685556827,1.0,2.5580499376553454
32768,git-status,agentshift,3,8.924263219038645,2.419481985270977,6.504781233767669,113.23788048078616,112.71687038242817,115.66809937357903,61.81548939396938,1,11.206739478070997,1.1611157624347714,2.203096384025749
32768,git-status,oracle,3,8.7889206285278,2.419481985270977,6.3694386432568235,115.98581820726395,115.65314140170813,119.90320030599833,63.26303817331791,1,10.941229240021302,1.1336065905573884,2.256558808817057
32768,state-store-tests,sticky,3,401.8263015896082,399.15385097265244,2.672450616955757,51.30353787293037,51.55626032501459,51.731632091104984,0.0,1,24.523919915339842,2.4440614922656874,1.0
32768,state-store-tests,reroute,3,401.84985877325136,399.15385097265244,3.302783084412416,1258.163854169349,1258.1025622785091,1260.0386952981353,0.0,0,1.0,0.09966031126764992,24.523919915339842
32768,state-store-tests,agentix,3,401.03662262360257,399.15385097265244,2.661035085717837,51.683769561350346,51.40668619424105,53.26867010444403,0.0,1,24.343500190632707,2.4260808063425507,1.0074114126273659
32768,state-store-tests,ttl,3,402.66833764811355,399.15385097265244,3.5144866754611335,53.05738498767217,52.230640314519405,56.13840650767088,0.0,1,23.713265447622078,2.363271415682424,1.0341856953235031
32768,state-store-tests,tokencake-source,3,407.89259504526854,399.15385097265244,8.7387440726161,51.53571721166372,51.482055336236954,51.95909086614847,0.0,1,24.41343445366076,2.4330504767642003,1.0045256009304546
32768,state-store-tests,tokencake-remote,3,406.2660075724125,399.15385097265244,7.1121565997600555,4671.757723825674,4669.906816445291,4685.209061950445,4617.097816740473,1,0.2693127359222401,0.02683979109035285,91.06112204964845
32768,state-store-tests,symphony,3,405.0922645255923,399.15385097265244,5.938413552939892,4688.8778532544775,4695.88104262948,4707.403665408492,4635.266460788746,1,0.26832941559696993,0.02674179308066062,91.39482475590638
32768,state-store-tests,on-return,3,402.7046092475454,399.15385097265244,3.550758274892966,125.38900133222342,124.78005886077881,128.37719172239304,73.00145458430052,1,10.034084654967392,1.0,2.4440614922656874
32768,state-store-tests,agentshift,3,403.4099693720539,399.15385097265244,4.2561183994015055,54.44523847351471,54.27020043134689,56.8002900108695,0.034316753347714744,1,23.10879499189616,2.303029701912681,1.0612375039001358
32768,state-store-tests,oracle,3,401.8607859810193,399.15385097265244,2.9923710972070694,74.63208337624867,74.47429839521646,75.82935225218534,22.547149409850437,1,16.8582169658385,1.680095150233042,1.4547161164810682
